filename|text|speaker
alba/2590.wav|My view?|alba
alba/376.wav|Let's get this over with.|alba
alba/2712.wav|We want to be up front.|alba
alba/374.wav|Yet it does not lose appeal.|alba
alba/123.wav|We are not Milosevic.|alba
alba/1135.wav|The coaches agreed the spirit of the club is what has really come through.|alba
alba/2_127.wav|Everyone could see it, apart from Kevin Keegan.|alba
alba/1550.wav|Still, he did not let himself down this week.|alba
alba/1742.wav|Residents in these areas will require permits to park in a nearby car park.|alba
alba/2360.wav|Can you see any other commander taking advantage of the situation the way he would have?|alba
alba/1696.wav|Let it go.|alba
alba/2_148.wav|He said to me.|alba
alba/1_247.wav|But that is all behind him.|alba
alba/2339.wav|It's a policy that works in the cinema, so why not the theatre?|alba
alba/2828.wav|I did not make any allegations.|alba
alba/1617.wav|We are a new party trying to be involved in the new politics of Scotland.|alba
alba/2_256.wav|He issued a rallying call to his people.|alba
alba/1822.wav|Neither could be contacted last night.|alba
alba/1332.wav|I felt it was dangerous for my family and my wife was utterly terrified.|alba
alba/1809.wav|I don't know what the trick is.|alba
alba/993.wav|You know how it is the week before the European Cup.|alba
alba/046.wav|He looked like he had fleas; he probably had a broken rib and he was bleeding too.|alba
alba/1947.wav|That's four very good signings we have made within the past week.|alba
alba/907.wav|I would suggest that is the best thing to do.|alba
alba/1798.wav|That's why we are getting more cases passed on to us.|alba
alba/2525.wav|This review appeared in Saturday's later editions.|alba
alba/2990.wav|Money is ruining rugby.|alba
alba/1616.wav|It is best value.|alba
alba/1568.wav|It is up to the health board to consider any proposals and bring them forward.|alba
alba/2136.wav|Six months later, they returned to Scotland.|alba
alba/2282.wav|The burden of expectation is not bothering Moodie.|alba
alba/1664.wav|Patience and understanding are needed.|alba
alba/1741.wav|But the role is a waste of his talents and time.|alba
alba/2951.wav|We haven't actually considered it down here.|alba
alba/2_377.wav|Instead they were openly attempting to be helpful.|alba
alba/1782.wav|After that, there are a clutch of clubs.|alba
alba/2_398.wav|Most of them were one-year conscripts.|alba
alba/1907.wav|We were on top and could have won.|alba
alba/3847.wav|Sadly it is a mess.|alba
alba/1802.wav|That's a lot of bodies to tolerate.|alba
alba/3572.wav|Mr. McLeish said on Sunday that he repeated again last night that this would not happen again.|alba
alba/2_214.wav|Rugby is the best game in the world.|alba
alba/136.wav|This year we can really feel the resurrection.|alba
alba/1_295.wav|Nothing much ever happens in The Office.|alba
alba/2277.wav|There can be no risk from this meat.|alba
alba/3290.wav|To be fair to their manager, Ebbe Skovdahl, he indicated after the latest defeat that he knows the problem, but could have trouble trying to find the answer.|alba
alba/2711.wav|The police were called in.|alba
alba/2255.wav|It is not a war that we decided to embark upon.|alba
alba/881.wav|It doesn't feel it.|alba
alba/2396.wav|If you can get away with it, you do it.|alba
alba/3590.wav|It tells the story of a woman who has probably been abused.|alba
alba/1180.wav|The first time you read a play.|alba
alba/1_187.wav|The time is up for Iraq to comply.|alba
alba/2526.wav|For Mr Graham, it was just a sham.|alba
alba/410.wav|But for our keeper we could have lost by five or six goals.|alba
alba/453.wav|Lord Reed is hearing evidence at the Court of Session and is expected to give a written decision later.|alba
alba/1662.wav|And Edinburgh have been getting stronger with every game.|alba
alba/773.wav|I have come here to fight the boxer, not the fans.|alba
alba/2427.wav|After tea he saw the children.|alba
alba/3791.wav|It certainly sounded it at the times.|alba
alba/1766.wav|Jim Wallace has been running the Government.|alba
alba/1315.wav|From our experience, this is unusual and a very worrying development.|alba
alba/986.wav|Last night, the row continued.|alba
alba/3116.wav|Some of their movement was excellent.|alba
alba/3269.wav|So, why does he do it?|alba
alba/2_392.wav|She was puzzled.|alba
alba/1169.wav|These are the facts.|alba
alba/2001.wav|Still, it happens to us all.|alba
alba/586.wav|This was the second in as many days but this one was closer than the previous one.|alba
alba/2562.wav|We are being hijacked.|alba
alba/2846.wav|Overall this was a big improvement, but we've got to be realistic about the fact that Scotland have had a bit of a break as well.|alba
alba/481.wav|I was in tears in the street.|alba
alba/960.wav|She might be able to go home two to three months after separation.|alba
alba/1_277.wav|How can anyone justify that?|alba
alba/2993.wav|The rest of the year it will be shown in Glasgow.|alba
alba/3202.wav|Some characters are having a good time, but some just want to go home.|alba
alba/1_228.wav|Thereafter, he set his mind on becoming a doctor.|alba
alba/1921.wav|Already the children are dying.|alba
alba/575.wav|Facing Ryan will be hard.|alba
alba/2332.wav|The criteria are very complicated.|alba
alba/3130.wav|Make sure you see it.|alba
alba/2994.wav|She had visited India last year.|alba
alba/3825.wav|Friends had described the couple as being devoted to each other.|alba
alba/3324.wav|Now, the money is building up all the time and players see it on a different level.|alba
alba/3062.wav|The terms of office of some members of the inner cabinet had also come to an end.|alba
alba/2949.wav|I've come here for the jersey.|alba
alba/2_420.wav|The man is quality.|alba
alba/059.wav|Neither is likely to win the argument, because too many questions remain unanswered.|alba
alba/3499.wav|The document also claimed that the Labour Party in London had given advice to the Labour group.|alba
alba/977.wav|We were all in the water.|alba
alba/878.wav|This is definitely because of the World Cup.|alba
alba/2579.wav|It would be my dream to go back and play against them.|alba
alba/518.wav|But this was refused.|alba
alba/421.wav|She worked hard for the school and raised a lot of funds.|alba
alba/3735.wav|This is horrible.|alba
alba/493.wav|It is a nonsense.|alba
alba/987.wav|There's a lot of disappointment that there's no extra funding.|alba
alba/2107.wav|Workers leaving the factory said they were devastated by the news.|alba
alba/565.wav|The development is another crippling setback for the struggling textile industry in Scotland.|alba
alba/3885.wav|We will have to wait to see if that is given to us.|alba
alba/2592.wav|Tiger Woods has won two majors and will get over the horrors of Saturday at Muirfield.|alba
alba/2_120.wav|But this week is very important.|alba
alba/3291.wav|The South of France is mental when it comes to rugby, but it is good to play in.|alba
alba/498.wav|He added that the council and Scottish Parliament elections should not have been held on the same day.|alba
alba/2035.wav|The party will make up its own mind.|alba
alba/3591.wav|From that point, they went on to win the Five Nations Championship in some style.|alba
alba/1_077.wav|I don't need any extra pressure.|alba
alba/2583.wav|He will get his chances.|alba
alba/2165.wav|A Home Office spokesman also declined to comment.|alba
alba/1483.wav|He is ahead of the record by two days, but he still has a long way to go.|alba
alba/2_043.wav|Lambie saw it rather differently.|alba
alba/3015.wav|There is even a fishing tackle shop.|alba
alba/275.wav|And no amount of money can make you any more committed.|alba
alba/2736.wav|They should have been thinking about the wider picture.|alba
alba/944.wav|I believe there will be benefits from this process.|alba
alba/1115.wav|We get depressed.|alba
alba/651.wav|And you know what?|alba
alba/1411.wav|He appealed for information from the public about the fire.|alba
alba/2619.wav|I wondered about changing back to rugby.|alba
alba/2403.wav|The system is inconsistent.|alba
alba/1_081.wav|Andy Goram is still The Goalie.|alba
alba/2_158.wav|We were worried about his knee.|alba
alba/1067.wav|Everything is in the balance.|alba
alba/1512.wav|Raymond was always on the outside.|alba
alba/1_206.wav|He wanted to record the group.|alba
alba/2879.wav|But if you want something new, it's not possible in Austria.|alba
alba/3706.wav|We have never managed to quantify this before.|alba
alba/096.wav|They were invited to give their view of the way ahead for the club.|alba
alba/3718.wav|We are very grateful for the investment they have made.|alba
alba/3061.wav|But anyone will tell you, this is the glamorous side, and it's only for a week a year.|alba
alba/2942.wav|We must be the most deprived area, in terms of hospital provision, in Britain.|alba
alba/2151.wav|Equity declined to comment.|alba
alba/1659.wav|There is no point in complaining.|alba
alba/2853.wav|Olivier Magne was outstanding.|alba
alba/1222.wav|The story was accurate and, we believe, in the public interest.|alba
alba/2947.wav|Later in the day he was forced to explain his position.|alba
alba/2349.wav|Their release will be acceptable to the public only if there is a guarantee that they will not offend again.|alba
alba/1407.wav|At this election, we were really defeated, last time we were just rejected.|alba
alba/2739.wav|The tragedy is they have so little to show for it.|alba
alba/1682.wav|The Convention of Scottish Local Authorities also welcomed the plan.|alba
alba/797.wav|It depends on the internal discussions in the Ministry of Defence.|alba
alba/2600.wav|But such are the ways of keepers of the flames.|alba
alba/609.wav|Star and producer were in agreement about their opinion of the director.|alba
alba/3489.wav|We don't want a pension scheme which is going down and down in value and people being told two things.|alba
alba/2_396.wav|Is the data new?|alba
alba/1580.wav|I'm sure there will be people who say there are problems.|alba
alba/3788.wav|Montgomerie, though, refuses to get involved.|alba
alba/077.wav|Their loyalty is taken for granted.|alba
alba/3672.wav|They were hoping to make the process as competitive as possible.|alba
alba/761.wav|I don't see why he thought there was going to be trouble.|alba
alba/082.wav|I've been fortunate to work under some really good managers.|alba
alba/2_394.wav|The Israeli government is destroying the peace process.|alba
alba/1845.wav|To come back from something like that shows a lot of intestinal fortitude.|alba
alba/820.wav|Obviously this is worrying, but not unexpected.|alba
alba/2883.wav|And that is a matter of major concern to us.|alba
alba/2836.wav|After this, they were always in the driving seat.|alba
alba/581.wav|I did not know how to feel about that.|alba
alba/3548.wav|How could it be anything else?|alba
alba/762.wav|We can turn this around.|alba
alba/2294.wav|But he wasn't much of a singer.|alba
alba/1467.wav|We will have to see  whether it is right that it should be done by an Order in Council.|alba
alba/2998.wav|Sadly, life is for the living.|alba
alba/3132.wav|Skovdahl was not for speculating on who will be fit for the flight.|alba
alba/2773.wav|The players have already gone to the changing room.|alba
alba/1_415.wav|This was very important to me.|alba
alba/3397.wav|All six of our restaurants are situated close to the area around the World Trade Centre.|alba
alba/3711.wav|We will seek the backing of the parliament and executive for pressure to be exerted on the government.|alba
alba/2_289.wav|He is a very talented player.|alba
alba/1046.wav|It's been frustrating, but you just have to get on with it.|alba
alba/1634.wav|Try to be the best you can be.|alba
alba/2496.wav|It is maybe the result of a very long season.|alba
alba/2_143.wav|People are using it in their daily lives.|alba
alba/1877.wav|I think the Commission has been very, very slow to react.|alba
alba/1851.wav|Our position remains the same.|alba
alba/1491.wav|I understand why they are backing him.|alba
alba/3024.wav|So what did he do?|alba
alba/2_112.wav|His remarks appear to have had an effect.|alba
alba/2124.wav|It has been very frustrating.|alba
alba/1136.wav|We just had a go.|alba
alba/3922.wav|It's also the way they relate to their audience.|alba
alba/1980.wav|McGeechan was not at the match, which may not yet be a burning issue, but it is at least a bone of contention with many players on both sides.|alba
alba/2249.wav|We will have to be far more committed at the breakdowns.|alba
alba/1023.wav|Everything about them is identical except for the text.|alba
alba/3657.wav|After all, they were against the top team in the country at the moment.|alba
alba/1676.wav|It is absolutely untrue.|alba
alba/2401.wav|She has been unable to work since.|alba
alba/3248.wav|She is believed to be in South Africa.|alba
alba/2_271.wav|People have no chance of getting out.|alba
alba/2_351.wav|The people here are quite reserved.|alba
alba/3109.wav|We will be keeping a very close eye on this.|alba
alba/2840.wav|The Royal Society of Edinburgh will also investigate the disease in Scotland.|alba
alba/3136.wav|Mr Ross had been recommended.|alba
alba/1452.wav|Bayer Leverkusen are a prime example of that.|alba
alba/2473.wav|I have done very badly and let myself down.|alba
alba/978.wav|The confidence is high.|alba
alba/2537.wav|Mr Wilson said later, We are winning the argument.|alba
alba/3570.wav|I don't want to say too much about it until we have got the go-ahead, but we have got a meeting with Scottish and we are very excited about it.|alba
alba/2_401.wav|I can't do it.|alba
alba/1_116.wav|So it was in politics.|alba
alba/2_272.wav|I am very, very happy.|alba
alba/2453.wav|It was a great result for us.|alba
alba/1112.wav|She will be motivated to get a win against me.|alba
alba/1086.wav|All his life he has had a golf club for a home.|alba
alba/234.wav|Annual contribution Connery still has an address in London, where he used to be on the electoral register.|alba
alba/1777.wav|I am not changing my mind.|alba
alba/147.wav|Does anyone have a holiday home in Kilmarnock?|alba
alba/1_352.wav|I thought that was our best team.|alba
alba/3390.wav|This is, though, an away game even though it is in Scotland and we haven't been performing away from home.|alba
alba/3333.wav|We are finished by what has happened.|alba
alba/1_351.wav|He should go and go now.|alba
alba/3669.wav|But then, maybe, that's all we can expect.|alba
alba/018.wav|Aristotle thought that the rainbow was caused by reflection of the sun's rays by the rain.|alba
alba/1681.wav|That was the theory, anyway.|alba
alba/1193.wav|What is this all about?|alba
alba/2436.wav|We are delighted at the response of the Which?|alba
alba/1657.wav|Those still awaiting decisions would remain in detention.|alba
alba/3460.wav|Now, they have nothing to lose, and will be more relaxed.|alba
alba/576.wav|It is the tip of the iceberg.|alba
alba/2086.wav|I should have had at least a couple of goals.|alba
alba/1_365.wav|The place was gone.|alba
alba/2975.wav|Little wonder this one was a rollercoaster.|alba
alba/2784.wav|Her body has never been found.|alba
alba/911.wav|People have died.|alba
alba/1658.wav|It is not even that we are not very good any more, it has gone beyond that.|alba
alba/3128.wav|No date has been arranged for presentation of the awards.|alba
alba/880.wav|I thought he was the right man at that time, but in hindsight it could be put across as a bad decision.|alba
alba/1846.wav|His technical ability to hit a golf ball was never in question, but his temperament was.|alba
alba/420.wav|This is excellent news for the area.|alba
alba/3737.wav|My family, health and golf is always a balancing act.|alba
alba/1150.wav|But we will never know.|alba
alba/1974.wav|Go back and tell them that.|alba
alba/1_319.wav|I wanted to protect the succession.|alba
alba/4019.wav|What it means to be a Republican is to believe in unity.|alba
alba/108.wav|This is the way we are going to do business in future with these people.|alba
alba/3517.wav|They are bitterly ashamed of their condition and reluctant to talk about it.|alba
alba/2081.wav|This was a day for the players.|alba
alba/807.wav|I couldn't have asked for a better introduction.|alba
alba/3523.wav|He was dead.|alba
alba/1844.wav|His experience to the team was invaluable.|alba
alba/1254.wav|I cannot cope.|alba
alba/2831.wav|We know this is a massive game which could be a turning point in our season.|alba
alba/3703.wav|I am delighted to be involved in the build-up.|alba
alba/3598.wav|The government continues to believe that any reduction in oil prices should be passed on to the consumer.|alba
alba/549.wav|Racism is not tolerated and is not part of Scottish rugby.|alba
alba/2_326.wav|We are not a parish council.|alba
alba/3691.wav|My game as it is is good enough to beat anybody.|alba
alba/1695.wav|This is not surprising.|alba
alba/1018.wav|It is not normal practice.|alba
alba/3167.wav|Military pressure also continued.|alba
alba/1_388.wav|Maybe he is right.|alba
alba/2_117.wav|Our traditions and culture remain the same.|alba
alba/1401.wav|They represented a hugely skilled and talented potential workforce.|alba
alba/2_202.wav|Ali was shot at, but refused to back down.|alba
alba/899.wav|Just two months ago it seemed an unlikely threat.|alba
alba/2865.wav|People need to know if there is a danger on the beaches they are using.|alba
alba/1226.wav|The only effective way of dealing with it is, however, for the identity of the bullies to be given to the school authorities and, if necessary, to the police.|alba
alba/2_312.wav|He never has been.|alba
alba/2489.wav|They went on to prove it in the one game.|alba
alba/774.wav|No date has been set for the hearing, which leaves the player free to take part.|alba
alba/3457.wav|I don't want to say anything more than that.|alba
alba/1430.wav|By that time a lot of things can happen.|alba
alba/1_359.wav|This is just the beginning, the first step.|alba
alba/1_080.wav|This is a dream come true.|alba
alba/2620.wav|Hendry will be captain.|alba
alba/1158.wav|That's what we call him here.|alba
alba/274.wav|I will always be profoundly grateful to the American people for giving me a second chance.|alba
alba/351.wav|All the hard work was done in the first half.|alba
alba/640.wav|They did not know what had hit them.|alba
alba/2754.wav|There is no link between the newspaper article and my resignation.|alba
alba/3334.wav|A consistently good performance is important.|alba
alba/158.wav|Civil defence is going to be a major issue in the coming months, and Parliament should be discussing this now.|alba
alba/1860.wav|To buy is to be.|alba
alba/1170.wav|Why the need to wait for letters on the issue?|alba
alba/1569.wav|They can go to no other method of fishing.|alba
alba/1465.wav|Would that be a good idea?|alba
alba/367.wav|Or, at least, we hope so.|alba
alba/1_382.wav|I am sorry about the record.|alba
alba/3161.wav|It was a long time coming.|alba
alba/3424.wav|He must be confident and in this game you have to be confident.|alba
alba/2515.wav|We are and have always been committed to resolving this issue without conflict.|alba
alba/2470.wav|They are difficult awards to decide.|alba
alba/302.wav|The writers have been able to do this because they all have supportive partners.|alba
alba/3855.wav|It is unfair to ask me about this.|alba
alba/1_379.wav|We were providing venture capital.|alba
alba/1020.wav|John McAllion reflects the majority opinion in Scotland.|alba
alba/1807.wav|I would be very keen to see it continue.|alba
alba/2299.wav|But these young players who came in today, they might arrive at that level also.|alba
alba/3042.wav|We are delighted that the principle in support of the concept is now all-inclusive.|alba
alba/1549.wav|My life has changed in the process.|alba
alba/2148.wav|We are still alive and kicking.|alba
alba/3456.wav|My game is in pretty good shape.|alba
alba/163.wav|It might not even be a woman.|alba
alba/1455.wav|We lost?|alba
alba/2644.wav|However, it has never before lost a case that has gone to judicial review.|alba
alba/3597.wav|We do have very active supporters in Scotland.|alba
alba/1098.wav|A good actor doesn't think.|alba
alba/2_296.wav|It is a great day for Scotland.|alba
alba/1_367.wav|But they will be undeserved.|alba
alba/2_027.wav|I'm pleased about one thing.|alba
alba/696.wav|It does not mean we are complacent.|alba
alba/2_213.wav|We'll see what happens.|alba
alba/941.wav|There is a majority for action.|alba
alba/2_037.wav|The Scottish Parliament is his legacy.|alba
alba/956.wav|We must be doing something right.|alba
alba/3970.wav|The whole point about pollen is that it is designed to travel.|alba
alba/3070.wav|My coach is not going to be happy about that.|alba
alba/133.wav|We are just excited that it is now all over.|alba
alba/2_299.wav|I also thought, This is a feature film.|alba
alba/995.wav|He must have been in the wrong place at the wrong time.|alba
alba/601.wav|And not everybody is represented.|alba
alba/3193.wav|Vogts has four weeks in which to find a solution.|alba
alba/2996.wav|I would like to continue to develop.|alba
alba/769.wav|He was a musician, but gave it up to support the family.|alba
alba/984.wav|You are about to see or be told about a classic contest in the history of the game, starting this morning.|alba
alba/840.wav|Secondly, we have prevailing a laddish culture, and this is part of it.|alba
alba/256.wav|However, we cannot determine the extent of the loss of life or verify the nature of the victims.|alba
alba/2519.wav|I will be very keen to see the outcome of the inquiry.|alba
alba/2363.wav|Our preparation has not been good.|alba
alba/721.wav|We want to improve.|alba
alba/3940.wav|However, his involvement was instant.|alba
alba/2_203.wav|We are not conducting the review.|alba
alba/3655.wav|I have proved that in the past.|alba
alba/1460.wav|It's very simple.|alba
alba/3588.wav|That wouldn't do.|alba
alba/3033.wav|I don't care about any of that stuff.|alba
alba/584.wav|Now, though, he has an incentive.|alba
alba/3673.wav|We are not going back to the Premier just to try to hang in there.|alba
alba/1_232.wav|Everything has increased.|alba
alba/2_268.wav|Yesterday's performance was exactly that.|alba
alba/3039.wav|I just want to put it all behind me and get on with things.|alba
alba/3106.wav|Their actions are an example of terrorism.|alba
alba/961.wav|The key to it all is relevance.|alba
alba/1594.wav|We can only go up.|alba
alba/3515.wav|This could happen today.|alba
alba/3416.wav|It's a will to win.|alba
alba/2434.wav|This matter has still to come before the European Parliament.|alba
alba/170.wav|This is a classic example of a psychotic phenomena.|alba
alba/3115.wav|He is clearly something of a catch.|alba
alba/3374.wav|I am now going home to buy my country.|alba
alba/1425.wav|Now, we have got a guarantee out of it.|alba
alba/229.wav|Don't let him get away with it.|alba
alba/659.wav|He reacts to situations.|alba
alba/1_156.wav|It was highly successful.|alba
alba/2594.wav|That's a hard one to top.|alba
alba/3243.wav|What is to be done with Ewan McGregor?|alba
alba/249.wav|I'm trying to focus on playing here, but it can be a distraction.|alba
alba/2_320.wav|That was no accident.|alba
alba/3311.wav|I am going to get abuse.|alba
alba/1774.wav|We are treating this incident with the utmost seriousness.|alba
alba/2_373.wav|Where do you think we go from here?|alba
alba/242.wav|The big thing here is the facilities.|alba
alba/3720.wav|There was, however, an amazing transformation in the second half.|alba
alba/2612.wav|Scotland's national company should be seen all over Scotland.|alba
alba/2737.wav|I have been told they will be in touch in the morning.|alba
alba/690.wav|That's all he tried to do.|alba
alba/1_056.wav|We accept the challenge.|alba
alba/2397.wav|Hibs were now intent on holding what they had.|alba
alba/2269.wav|Some believe that nationalism is the road to independence for Scotland.|alba
alba/3628.wav|Today's meeting was open and friendly.|alba
alba/1880.wav|I've been trying hard for a while to find something to improve my form on the greens.|alba
alba/2085.wav|These games are coming up in the next few months and they are very important to me.|alba
alba/2907.wav|We may have the richest people in the world in my country, but we also have the poorest.|alba
alba/223.wav|I was dead.|alba
alba/2034.wav|He is a politician to his fingertips.|alba
alba/1960.wav|He has done all the pre-season training with us, he has played in all the friendly games, and we were ready to build the team around him.|alba
alba/093.wav|These are people who have been separated from their families and worse.|alba
alba/683.wav|This is a business.|alba
alba/920.wav|There's no evidence that there was a spy.|alba
alba/1481.wav|At half-time we were quite happy to be only six points adrift.|alba
alba/3281.wav|That will not happen at all.|alba
alba/1037.wav|The Dutchmen was pleased with the result.|alba
alba/1_040.wav|The Indian people have been excellent.|alba
alba/1079.wav|As ever, the supporters had a thoroughly enjoyable time in Dublin.|alba
alba/656.wav|I don't think he is any good for the Labour Party.|alba
alba/2181.wav|It was quite simply, delicious.|alba
alba/3648.wav|I couldn't get out of bed.|alba
alba/3739.wav|It's fantastic to win again.|alba
alba/1731.wav|I have spoken to him and it has all been cleared up.|alba
alba/2455.wav|This is exactly what they should do.|alba
alba/3320.wav|Everyone wants to get it resolved.|alba
alba/190.wav|Only in Scotland does that happen.|alba
alba/3328.wav|But it is a challenge the government is determined to meet.|alba
alba/2_393.wav|Nicky wasn't getting much of an argument.|alba
alba/1_287.wav|But it is being pursued.|alba
alba/1181.wav|Ask me something which is of concern to you.|alba
alba/186.wav|It is a writers panel.|alba
alba/2_123.wav|We were looking forward to a good result.|alba
alba/2240.wav|The same could be said for Rangers - their league season could depend on what happens tomorrow, too.|alba
alba/2986.wav|This time, he was in the shower when the devastation happened.|alba
alba/1793.wav|If you can't make up your mind, you will be no use.|alba
alba/3019.wav|I played along with them.|alba
alba/3211.wav|Sub Not Used, McKee.|alba
alba/778.wav|They were terrific.|alba
alba/614.wav|I said that, for a young player, he would be happier.|alba
alba/1869.wav|There is no point in looking any further.|alba
alba/2867.wav|I can see that now.|alba
alba/3993.wav|On Saturday we made a few mistakes but we were much better today.|alba
alba/1252.wav|The executive has got to be given a chance to find its feet.|alba
alba/2425.wav|It would also have some commercial development to provide the balance of funds for the project.|alba
alba/3854.wav|She was then supported by family liaison officers as a statement was read out.|alba
alba/1276.wav|I will talk with him and then it's up to him after that.|alba
alba/1_298.wav|They were struggling.|alba
alba/3890.wav|However, the manager would not hesitate to put him in the side at Aberdeen.|alba
alba/1_062.wav|This resulted in the following.|alba
alba/1184.wav|It is a timely reminder as to why this exhibition is necessary.|alba
alba/1_109.wav|Help is needed.|alba
alba/2335.wav|I know what he means.|alba
alba/1_167.wav|I just decided to stay.|alba
alba/1910.wav|There'll be an example in the programme.|alba
alba/3084.wav|It is always difficult when so many new players arrive.|alba
alba/3158.wav|That is why this will be a difficult game - but we are ready.|alba
alba/1270.wav|That decision will be made over the next couple of days.|alba
alba/942.wav|The auction will be held tomorrow.|alba
alba/1508.wav|Maybe they did.|alba
alba/1_118.wav|Remember the following?|alba
alba/742.wav|They can only work a maximum of two hours on sector before getting half an hour off.|alba
alba/308.wav|We still have to consider the situation as it unfolds.|alba
alba/3104.wav|That is her job.|alba
alba/2_422.wav|The Farmer could not contain his jealousy.|alba
alba/2556.wav|They are still recovering from the effects of the attack, which was completely unprovoked.|alba
alba/1144.wav|I don't work out.|alba
alba/2944.wav|His argument is that as he can't control the spaces, it's nothing to do with him.|alba
alba/2862.wav|For others, that will only come with an independent inquiry.|alba
alba/3025.wav|But it is not just about that.|alba
alba/1_174.wav|The dangers of the quarry are evident.|alba
alba/1596.wav|Predictably enough, the film has been given the working title of The Flying Scot.|alba
alba/990.wav|Like the man said, he likes to work  .|alba
alba/2_189.wav|It is business as usual.|alba
alba/523.wav|Mini rugby is a great thing.|alba
alba/4022.wav|In most players that is the key to good form.|alba
alba/1_140.wav|Nobody knew that.|alba
alba/3812.wav|Thankfully, the photographer behind the images is easy to spot.|alba
alba/2832.wav|It would be nice to see the chancellor doing something about this situation.|alba
alba/3728.wav|I felt we deserved to win.|alba
alba/1926.wav|It was like having a vote of confidence in me and my family.|alba
alba/1576.wav|Unison is still pursuing a settlement covering this year alone.|alba
alba/2322.wav|With Lord Ali, he used his own money to hire offices in the shadow of Westminster Abbey.|alba
alba/2657.wav|We understand the changes in the world.|alba
alba/3664.wav|Music has been written and is owned by somebody.|alba
alba/1297.wav|They often believe them to be true, too, if only because they so badly want them to be.|alba
alba/2133.wav|Here is a weather forecast for the weekend.|alba
alba/718.wav|He went into everything.|alba
alba/2_211.wav|He doesn't know the value of the commission.|alba
alba/579.wav|Hearing the views of those involved in the sport is vital.|alba
alba/2548.wav|Mr Sheridan said he was disappointed but not surprised.|alba
alba/2357.wav|In making the choices that they did, the British people have given us our mandate.|alba
alba/2505.wav|That never happened.|alba
alba/1485.wav|Now he is ready to step up his involvement again.|alba
alba/3881.wav|I do not think that is good enough.|alba
alba/2573.wav|He was a genius.|alba
alba/1517.wav|Look at the family in it.|alba
alba/391.wav|His performances this season have been exceptional.|alba
alba/2116.wav|These are to remain unchanged.|alba
alba/1_100.wav|There is a changing of the guard.|alba
alba/3700.wav|Clearly he is going to have to cut down on a lot of things.|alba
alba/239.wav|This was a game which was won by the team today.|alba
alba/3138.wav|It took the better part of a week to achieve what should have taken three or four hours.|alba
alba/822.wav|He died at a nursing home near his home in Bath.|alba
alba/2475.wav|We tried a few things which just didn't work.|alba
alba/1757.wav|He was a big man with a commanding presence and a sincerity to match.|alba
alba/3574.wav|I want to reach out and be an inspiration.|alba
alba/119.wav|I will see what my situation is in December.|alba
alba/1_180.wav|You are like an animal.|alba
alba/2952.wav|I know why we are in Afghanistan.|alba
alba/853.wav|One of our main objectives for next year is to access that group of people, not just from Edinburgh but from across the country.|alba
alba/2743.wav|It is not the message alone.|alba
alba/871.wav|I was pleased with the shot that put him away.|alba
alba/475.wav|The performances were exemplary throughout.|alba
alba/2_041.wav|It is not like that in Holland.|alba
alba/2955.wav|The Army will be operating their green goddesses.|alba
alba/2264.wav|We have a very serious problem which has to be tackled.|alba
alba/890.wav|I kept away.|alba
alba/2088.wav|The last time the First Minister had anything to do with it was last year.|alba
alba/2_088.wav|I've got to be better than that- quite.|alba
alba/3218.wav|On Sutherland, Mr McLeish was giving nothing away yesterday.|alba
alba/2818.wav|The real issue is that pensions are under attack by employers and not enough is being done to protect them.|alba
alba/2_198.wav|But he did have a better second half.|alba
alba/2651.wav|It's not a threat.|alba
alba/866.wav|If they lose, a win for the Scots will take them to Manchester.|alba
alba/1275.wav|But everywhere the problems are the same.|alba
alba/2108.wav|She admitted the theft of letters and deception.|alba
alba/3639.wav|I just don't want to enter into that world.|alba
alba/2_283.wav|He'd be the first to admit that.|alba
alba/3063.wav|I don't think we will get to the stage of having troops in the town.|alba
alba/952.wav|Property from two robberies were found at that and a second address.|alba
alba/1106.wav|Sometimes you tend to know within yourself, although it's nice to get the confirmation.|alba
alba/660.wav|It is an improving picture and that is heartening.|alba
alba/4042.wav|It turned out that women were doing it for different reasons.|alba
alba/1857.wav|Penetration, it seems, is power.|alba
alba/1_390.wav|I don't have an agent.|alba
alba/1319.wav|I know the football in Scotland and England.|alba
alba/3235.wav|But what he doesn't understand is why the authority has to enforce the rules.|alba
alba/1570.wav|Perhaps it is jealousy.|alba
alba/2_314.wav|This means an awful lot to me.|alba
alba/959.wav|Everybody should get it or nobody should.|alba
alba/784.wav|I'm very relaxed about that indeed.|alba
alba/1142.wav|I told her to go out there and get a point and she got the job done.|alba
alba/1084.wav|But now we are saying it is more than that.|alba
alba/1724.wav|It is contradicted by the world rankings.|alba
alba/2987.wav|Apparently it would save a fortune.|alba
alba/3184.wav|Clearly, we could go on like this all day.|alba
alba/3873.wav|You'll see a class player.|alba
alba/053.wav|He is a quality player but still has a lot to learn about Scottish football.|alba
alba/1583.wav|They were definitely up for this one.|alba
alba/3500.wav|Maybe it will happen one more time.|alba
alba/3396.wav|Why is it commercially viable in these other countries but not in our country?|alba
alba/1_092.wav|I want him to win that battle.|alba
alba/2494.wav|When you look at the alternatives available to the manager then you have to accept that.|alba
alba/1_256.wav|But not every story is a success story.|alba
alba/2446.wav|And that really got me thinking about the way we look at the buildings around us, and our perceptions of change and decay.|alba
alba/2492.wav|But we remain on the look-out for a quality striker.|alba
alba/3413.wav|His case is being backed by the Commission for Racial Equality.|alba
alba/708.wav|What on earth is new with that?|alba
